"죄종별","시점","발생건수[건]","검거건수[건]","발생건수 대비 검거건수[%]","검거인원[명]","남자검거인원[명]","여자검거인원[명]","불상검거인원[명]","법인체[개]",
"약취·유인","2020 년","210","186","88.6","306","211","91","4","-",
"약취·유인","2021 년","240","220","91.7","322","227","93","2","-",
"약취·유인","2022 년","276","248","89.9","329","227","100","2","-",
"약취·유인(미성년자)","2011 년","146","115","78.8","177","133","42","2","-",
"약취·유인(미성년자)","2012 년","129","106","82.2","130","87","41","2","-",
"약취·유인(미성년자)","2013 년","118","92","78","163","101","60","2","",
"약취·유인(미성년자)","2014 년","113","95","84.1","136","82","51","3","",
"약취·유인(미성년자)","2015 년","104","100","96.2","147","83","59","5","",
"약취·유인(미성년자)","2016 년","110","99","90","163","108","50","5","-",
"약취·유인(미성년자)","2017 년","140","127","90.7","190","114","72","4","-",
"약취·유인(미성년자)","2018 년","135","118","87.4","186","108","75","3","-",
"약취·유인(미성년자)","2019 년","171","155","90.6","235","147","87","1","-",
"약취·유인(미성년자)","2020 년","158","137","86.7","194","119","71","4","-",
"약취·유인(미성년자)","2021 년","192","174","90.6","229","152","75","2","-",
"약취·유인(미성년자)","2022 년","221","194","87.8","254","170","84","-","-",
"약취·유인(추행·간음·결혼·영리)","2013 년","41","37","90.2","54","43","11","","",
"약취·유인(추행·간음·결혼·영리)","2014 년","67","63","94","94","82","7","5","",
"약취·유인(추행·간음·결혼·영리)","2015 년","67","64","95.5","71","57","11","3","",
"약취·유인(추행·간음·결혼·영리)","2016 년","69","70","101.4","104","90","12","2","-",
"약취·유인(추행·간음·결혼·영리)","2017 년","51","49","96.1","76","68","6","2","-",
"약취·유인(추행·간음·결혼·영리)","2018 년","41","40","97.6","69","54","8","7","-",
"약취·유인(추행·간음·결혼·영리)","2019 년","63","56","88.9","91","70","19","2","-",
"약취·유인(추행·간음·결혼·영리)","2020 년","40","38","95","71","61","10","-","-",
"약취·유인(추행·간음·결혼·영리)","2021 년","39","38","97.4","49","42","7","-","-",
"약취·유인(추행·간음·결혼·영리)","2022 년","45","45","100","56","50","6","-","-",
"약취·유인(노동력착취·성매매·성적착취·장기적출)","2014 년","4","4","100","9","7","2","","",
"약취·유인(노동력착취·성매매·성적착취·장기적출)","2015 년","3","2","66.7","6","5","1","","",
"약취·유인(노동력착취·성매매·성적착취·장기적출)","2016 년","7","7","100","13","9","4","-","-",
"약취·유인(노동력착취·성매매·성적착취·장기적출)","2017 년","3","3","100","7","7","-","-","-",
"약취·유인(노동력착취·성매매·성적착취·장기적출)","2018 년","4","4","100","11","8","3","-","-",
"약취·유인(노동력착취·성매매·성적착취·장기적출)","2019 년","9","8","88.9","10","6","4","-","-",
"약취·유인(노동력착취·성매매·성적착취·장기적출)","2020 년","6","5","83.3","25","19","6","-","-",
"약취·유인(노동력착취·성매매·성적착취·장기적출)","2021 년","6","6","100","41","32","9","-","-",
"약취·유인(노동력착취·성매매·성적착취·장기적출)","2022 년","3","3","100","4","2","2","-","-",
"(추행·간음·영리)약취·유인","2011 년","73","63","86.3","106","93","10","3","-",
"(추행·간음·영리)약취·유인","2012 년","33","29","87.9","81","64","12","5","-",
"(추행·간음·영리)약취·유인(상습)","2011 년","-","-","-","-","-","-","-","-",
"(추행·간음·영리)약취·유인(상습)","2012 년","-","-","-","-","-","-","-","-",
"인신매매","2013 년","5","5","100","21","15","6","","",
"인신매매","2014 년","4","3","75","13","8","2","3","",
"인신매매","2015 년","2","2","100","8","7","","1","",
"인신매매","2016 년","2","2","100","5","1","4","-","-",
"인신매매","2017 년","1","1","100","-","-","-","-","-",
"인신매매","2018 년","3","2","66.7","5","5","-","-","-",
"인신매매","2019 년","4","3","75","24","13","9","2","-",
"인신매매","2020 년","2","2","100","13","11","2","-","-",
"인신매매","2021 년","-","-","-","-","-","-","-","-",
"인신매매","2022 년","1","-","-","-","-","-","-","-",
"인신매매(추행·간음·결혼·영리)","2013 년","4","4","100","6","6","","","",
"인신매매(추행·간음·결혼·영리)","2015 년","2","2","100","16","10","6","","",
"인신매매(추행·간음·결혼·영리)","2016 년","-","-","-","-","-","-","-","-",
"인신매매(추행·간음·결혼·영리)","2017 년","-","-","-","-","-","-","-","-",
"인신매매(추행·간음·결혼·영리)","2018 년","-","-","-","-","-","-","-","-",
"인신매매(추행·간음·결혼·영리)","2019 년","-","-","-","-","-","-","-","-",
"인신매매(추행·간음·결혼·영리)","2020 년","-","-","-","-","-","-","-","-",
"인신매매(추행·간음·결혼·영리)","2021 년","-","-","-","-","-","-","-","-",
"인신매매(추행·간음·결혼·영리)","2022 년","-","-","-","-","-","-","-","-",
"인신매매등(노동력착취·성매매·성적착취·장기적출)","2013 년","1","1","100","3","1","2","","1",
"인신매매등(노동력착취·성매매·성적착취·장기적출)","2015 년","","","","2","2","","","",
"인신매매등(노동력착취·성매매·성적착취·장기적출)","2016 년","5","5","100","3","3","-","-","-",
"인신매매등(노동력착취·성매매·성적착취·장기적출)","2017 년","2","2","100","8","7","1","-","-",
"인신매매등(노동력착취·성매매·성적착취·장기적출)","2018 년","-","-","-","-","-","-","-","-",
"인신매매등(노동력착취·성매매·성적착취·장기적출)","2019 년","1","1","100","1","-","1","-","-",
"인신매매등(노동력착취·성매매·성적착취·장기적출)","2020 년","-","-","-","-","-","-","-","-",
"인신매매등(노동력착취·성매매·성적착취·장기적출)","2021 년","-","-","-","-","-","-","-","-",
"인신매매등(노동력착취·성매매·성적착취·장기적출)","2022 년","-","-","-","-","-","-","-","-",
"국외이송약취·유인·인신매매","2011 년","1","-","0","-","-","-","-","-",
"국외이송약취·유인·인신매매","2012 년","1","2","200","8","3","2","3","-",
"국외이송약취·유인·인신매매","2013 년","3","2","66.7","6","4","2","","",
"국외이송약취·유인·인신매매","2014 년","4","3","75","12","5","7","","",
"국외이송약취·유인·인신매매","2015 년","2","2","100","3","2","1","","",
"국외이송약취·유인·인신매매","2016 년","1","1","100","1","-","1","-","-",
"국외이송약취·유인·인신매매","2017 년","3","3","100","3","-","3","-","-",
"국외이송약취·유인·인신매매","2018 년","1","1","100","1","1","-","-","-",
"국외이송약취·유인·인신매매","2019 년","1","-","-","1","-","1","-","-",
"국외이송약취·유인·인신매매","2020 년","-","-","-","-","-","-","-","-",
"국외이송약취·유인·인신매매","2021 년","-","-","-","-","-","-","-","-",
"국외이송약취·유인·인신매매","2022 년","2","2","100","4","1","3","-","-",
"피약취자·피유인자·피매매자(상해·치상)","2015 년","1","1","100","1","1","","","",
"피약취자·피유인자·피매매자(상해·치상)","2016 년","1","1","100","1","1","-","-","-",
"피약취자·피유인자·피매매자(상해·치상)","2017 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(상해·치상)","2018 년","1","1","100","1","1","-","-","-",
"피약취자·피유인자·피매매자(상해·치상)","2019 년","1","1","100","3","2","1","-","-",
"피약취자·피유인자·피매매자(상해·치상)","2020 년","1","1","100","-","-","-","-","-",
"피약취자·피유인자·피매매자(상해·치상)","2021 년","2","1","50","2","1","1","-","-",
"피약취자·피유인자·피매매자(상해·치상)","2022 년","1","1","100","2","2","-","-","-",
"피약취자·피유인자·피매매자(살해·치사)","2016 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(살해·치사)","2017 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(살해·치사)","2018 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(살해·치사)","2019 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(살해·치사)","2020 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(살해·치사)","2021 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(살해·치사)","2022 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(수수·은닉)","2013 년","","","","1","1","","","",
"피약취자·피유인자·피매매자(수수·은닉)","2014 년","","","","1","1","","","",
"피약취자·피유인자·피매매자(수수·은닉)","2016 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(수수·은닉)","2017 년","-","-","-","1","1","-","-","-",
"피약취자·피유인자·피매매자(수수·은닉)","2018 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(수수·은닉)","2019 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(수수·은닉)","2020 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(수수·은닉)","2021 년","-","-","-","-","-","-","-","-",
"피약취자·피유인자·피매매자(수수·은닉)","2022 년","-","-","-","-","-","-","-","-",
"특가법(미성년자약취·유인)","2011 년","-","-","-","-","-","-","-","-",
"특가법(미성년자약취·유인)","2012 년","-","-","-","-","-","-","-","-",
"특가법(미성년자약취·유인)","2020 년","-","-","-","-","-","-","-","-",
"특가법(영리약취·유인·매매)","2011 년","34","33","97.1","52","43","7","2","-",
"특가법(영리약취·유인·매매)","2012 년","32","32","100","63","57","5","1","-",
"특가법(영리약취·유인·매매)","2013 년","16","13","81.3","29","20","8","1","",
"특가법(영리약취·유인·매매)","2014 년","6","4","66.7","7","6","1","","",
"특가법(영리약취·유인·매매)","2015 년","8","7","87.5","9","8","1","","",
"특가법(국외이송약취·유인·매매)","2011 년","1","1","100","1","1","-","-","-",
"특가법(국외이송약취·유인·매매)","2012 년","-","-","-","-","-","-","-","-",
"특가법(약취·유인등)","2016 년","-","-","-","-","-","-","-","-",
"특가법(약취·유인등)","2017 년","3","3","100","5","4","1","-","-",
"특가법(약취·유인등)","2018 년","-","-","-","-","-","-","-","-",
"특가법(약취·유인등)","2019 년","-","-","-","-","-","-","-","-",
"특가법(약취·유인등)","2020 년","-","-","-","-","-","-","-","-",
"특가법(약취·유인등)","2021 년","-","-","-","-","-","-","-","-",
"특가법(약취·유인등)","2022 년","-","-","-","-","-","-","-","-",
"특가법(13세미만약취·유인등)","2016 년","1","1","100","1","1","-","-","-",
"특가법(13세미만약취·유인등)","2017 년","3","3","100","6","5","1","-","-",
"특가법(13세미만약취·유인등)","2018 년","2","1","50","1","1","-","-","-",
"특가법(13세미만약취·유인등)","2019 년","-","-","-","-","-","-","-","-",
"특가법(13세미만약취·유인등)","2020 년","2","2","100","2","1","1","-","-",
"특가법(13세미만약취·유인등)","2021 년","1","1","100","1","-","1","-","-",
"특가법(13세미만약취·유인등)","2022 년","1","1","100","3","1","2","-","-",
"부녀매매","2011 년","5","5","100","5","1","4","-","-",
"부녀매매","2012 년","3","3","100","8","4","4","-","-",
"부녀매매(상습)","2011 년","-","-","-","-","-","-","-","-",
"부녀매매(상습)","2012 년","-","-","-","-","-","-","-","-",
"결혼약취·유인","2011 년","5","5","100","4","4","-","-","-",
"결혼약취·유인","2012 년","2","2","100","3","2","1","-","-",
"피약취자·피유인자·피매매자등","2011 년","1","1","100","2","2","-","-","-",
"피약취자·피유인자·피매매자등","2012 년","-","-","-","-","-","-","-","-",
"아동복지법위반(아동매매)","2015 년","1","1","100","2","","2","","",
"아동복지법위반(아동매매)","2016 년","5","5","100","27","5","22","-","-",
"아동복지법위반(아동매매)","2017 년","-","-","-","-","-","-","-","-",
"아동복지법위반(아동매매)","2018 년","-","-","-","1","-","1","-","-",
"아동복지법위반(아동매매)","2019 년","-","-","-","1","1","-","-","-",
"아동복지법위반(아동매매)","2020 년","1","1","100","1","-","1","-","-",
"아동복지법위반(아동매매)","2021 년","-","-","-","-","-","-","-","-",
"아동복지법위반(아동매매)","2022 년","2","2","100","6","1","3","2","-",
"아동학대처벌법위반(상습국외이송)","2016 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습국외이송)","2017 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습국외이송)","2018 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습국외이송)","2019 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습국외이송)","2020 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습국외이송)","2021 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습국외이송)","2022 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습약취·유인·인신매매)","2016 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습약취·유인·인신매매)","2017 년","-","-","-","-","-","-","-","-",
"아동학대처벌법위반(상습약취·유인·인신매매)","2018 년","-","-","-","-","-","-","-","-",
